service,s,d,studage,lectage,dept,y,t,k,m
0,1558,1082,8,2,7,3,10.5,8656,21
0,1558,1104,8,6,7,1,3.5,8832,21
0,1558,1277,8,3,7,4,14,10216,42
0,1558,1330,8,4,7,3,10.5,10640,42
0,1558,1385,8,2,7,4,14,11080,28
0,1558,1487,8,6,7,2,7,11896,42
0,1558,1579,8,1,7,2,7,12632,7
0,1558,1649,8,1,7,3,10.5,13192,10.5
0,1558,1864,8,2,7,1,3.5,14912,7
0,1558,1866,8,6,7,4,14,14928,84
0,1558,1946,8,2,7,5,17.5,15568,35
0,1558,1982,8,3,7,5,17.5,15856,52.5
0,1558,2004,8,4,7,2,7,16032,28
0,1558,2128,8,1,7,2,7,17024,7
0,1559,275,2,1,3,4,14,550,14
0,1559,432,2,1,3,2,7,864,7
0,1559,918,2,1,3,1,3.5,1836,3.5
0,1559,1018,2,2,3,5,17.5,2036,35
0,1559,1842,2,2,3,4,14,3684,28
0,1559,1919,2,1,3,1,3.5,3838,3.5
0,1560,42,4,1,11,4,14,168,14
0,1560,70,4,1,11,4,14,280,14
0,1560,96,4,3,11,2,7,384,21
0,1560,314,4,2,11,3,10.5,1256,21
0,1560,583,4,1,11,2,7,2332,7
0,1560,944,4,4,11,4,14,3776,56
0,1560,1115,4,3,11,4,14,4460,42
0,1560,1161,4,1,11,5,17.5,4644,17.5
0,1560,1275,4,4,11,4,14,5100,56
0,1560,1504,4,1,11,5,17.5,6016,17.5
0,1560,1709,4,4,11,5,17.5,6836,70
0,1560,1817,4,1,11,4,14,7268,14
0,1561,63,2,2,10,5,17.5,126,35
0,1561,273,2,1,10,2,7,546,7
0,1561,377,2,2,10,4,14,754,28
0,1561,862,2,2,10,4,14,1724,28
0,1561,1172,2,1,10,3,10.5,2344,10.5
0,1562,25,4,3,5,3,10.5,100,31.5
0,1562,45,4,5,5,3,10.5,180,52.5
0,1562,236,4,5,5,4,14,944,70
0,1562,428,4,4,5,5,17.5,1712,70
0,1562,453,4,3,5,5,17.5,1812,52.5
0,1562,599,4,5,5,2,7,2396,35
0,1562,756,4,3,5,1,3.5,3024,10.5
0,1562,763,4,3,5,3,10.5,3052,31.5
0,1562,801,4,6,5,4,14,3204,84
0,1562,842,4,3,5,1,3.5,3368,10.5
0,1562,899,4,3,5,1,3.5,3596,10.5
0,1562,1090,4,3,5,4,14,4360,42
0,1562,1317,4,3,5,1,3.5,5268,10.5
0,1562,1397,4,3,5,4,14,5588,42
0,1562,1724,4,5,5,1,3.5,6896,17.5
0,1562,2113,4,5,5,2,7,8452,35
0,1563,214,2,2,4,1,3.5,428,7
0,1563,540,2,2,4,3,10.5,1080,21
0,1563,699,2,1,4,2,7,1398,7
0,1563,893,2,2,4,1,3.5,1786,7
0,1563,1028,2,2,4,4,14,2056,28
0,1563,1233,2,1,4,3,10.5,2466,10.5
0,1563,1284,2,2,4,2,7,2568,14
0,1563,1594,2,1,4,2,7,3188,7
0,1564,112,8,2,15,5,17.5,896,35
0,1564,155,8,2,15,3,10.5,1240,21
0,1564,404,8,2,15,1,3.5,3232,7
0,1564,563,8,6,15,1,3.5,4504,21
0,1564,680,8,2,15,3,10.5,5440,21
0,1564,760,8,6,15,1,3.5,6080,21
0,1564,903,8,4,15,1,3.5,7224,14
0,1564,925,8,1,15,4,14,7400,14
0,1564,971,8,1,15,4,14,7768,14
0,1564,1017,8,6,15,3,10.5,8136,63
0,1564,1033,8,2,15,2,7,8264,14
0,1564,1110,8,1,15,1,3.5,8880,3.5
0,1564,1180,8,1,15,5,17.5,9440,17.5
0,1564,1283,8,4,15,4,14,10264,56
0,1564,1315,8,4,15,3,10.5,10520,42
0,1564,1338,8,1,15,2,7,10704,7
0,1564,1373,8,1,15,4,14,10984,14
0,1564,1603,8,1,15,3,10.5,12824,10.5
0,1564,1706,8,2,15,5,17.5,13648,35
0,1564,1717,8,2,15,4,14,13736,28
0,1564,1851,8,6,15,1,3.5,14808,21
0,1564,1895,8,1,15,4,14,15160,14
0,1564,1898,8,2,15,1,3.5,15184,7
0,1564,1940,8,6,15,1,3.5,15520,21
0,1564,2063,8,1,15,3,10.5,16504,10.5
0,1564,2068,8,2,15,4,14,16544,28
0,1565,65,2,1,2,3,10.5,130,10.5
0,1565,327,2,2,2,1,3.5,654,7
0,1565,1267,2,2,2,1,3.5,2534,7
0,1566,61,4,2,14,4,14,244,28
0,1566,135,4,3,14,1,3.5,540,10.5
0,1566,989,4,2,14,4,14,3956,28
0,1566,1127,4,1,14,3,10.5,4508,10.5
0,1566,1356,4,1,14,1,3.5,5424,3.5
0,1566,1666,4,4,14,5,17.5,6664,70
0,1566,1672,4,1,14,3,10.5,6688,10.5
0,1566,1797,4,4,14,5,17.5,7188,70
0,1566,2052,4,1,14,5,17.5,8208,17.5
0,1567,260,2,2,12,4,14,520,28
0,1567,436,2,1,12,2,7,872,7
0,1567,675,2,1,12,3,10.5,1350,10.5
0,1567,827,2,2,12,5,17.5,1654,35
0,1567,1513,2,1,12,3,10.5,3026,10.5
0,1567,1537,2,2,12,4,14,3074,28
0,1567,1578,2,2,12,2,7,3156,14
0,1567,1816,2,2,12,4,14,3632,28
0,1567,2086,2,2,12,3,10.5,4172,21
0,1568,45,4,3,5,2,7,180,21
0,1568,236,4,3,5,3,10.5,944,31.5
0,1568,324,4,3,5,5,17.5,1296,52.5
0,1568,428,4,2,5,4,14,1712,28
0,1568,453,4,1,5,2,7,1812,7
0,1568,599,4,3,5,2,7,2396,21
0,1568,670,4,2,5,4,14,2680,28
0,1568,756,4,1,5,4,14,3024,14
0,1568,763,4,1,5,3,10.5,3052,10.5
0,1568,801,4,4,5,3,10.5,3204,42
0,1568,842,4,1,5,3,10.5,3368,10.5
0,1568,997,4,1,5,4,14,3988,14
0,1568,1317,4,1,5,1,3.5,5268,3.5
0,1568,1321,4,4,5,4,14,5284,56
0,1568,1397,4,1,5,3,10.5,5588,10.5
0,1568,1461,4,3,5,4,14,5844,42
0,1568,1480,4,1,5,4,14,5920,14
0,1568,1764,4,1,5,1,3.5,7056,3.5
0,1568,2113,4,3,5,4,14,8452,42
0,1569,42,4,1,11,1,3.5,168,3.5
0,1569,70,4,1,11,4,14,280,14
0,1569,96,4,3,11,3,10.5,384,31.5
0,1569,314,4,2,11,4,14,1256,28
0,1569,583,4,1,11,3,10.5,2332,10.5
0,1569,944,4,4,11,4,14,3776,56
0,1569,1161,4,1,11,4,14,4644,14
0,1569,1275,4,4,11,4,14,5100,56
0,1569,1504,4,2,11,4,14,6016,28
0,1569,1817,4,1,11,3,10.5,7268,10.5
0,1570,275,2,1,3,5,17.5,550,17.5
0,1570,432,2,1,3,4,14,864,14
0,1570,918,2,1,3,1,3.5,1836,3.5
0,1570,1018,2,2,3,1,3.5,2036,7
0,1570,1557,2,1,3,1,3.5,3114,3.5
0,1570,1842,2,2,3,4,14,3684,28
0,1570,1919,2,1,3,5,17.5,3838,17.5
0,1571,13,4,1,10,4,14,52,14
0,1571,63,4,4,10,5,17.5,252,70
0,1571,140,4,1,10,4,14,560,14
0,1571,245,4,1,10,3,10.5,980,10.5
0,1571,273,4,3,10,2,7,1092,21
0,1571,293,4,1,10,4,14,1172,14
0,1571,309,4,3,10,4,14,1236,42
0,1571,329,4,3,10,3,10.5,1316,31.5
0,1571,377,4,4,10,4,14,1508,56
0,1571,384,4,1,10,3,10.5,1536,10.5
0,1571,466,4,3,10,2,7,1864,21
0,1571,597,4,2,10,4,14,2388,28
0,1571,862,4,4,10,4,14,3448,56
0,1571,1208,4,2,10,3,10.5,4832,21
0,1571,1749,4,2,10,1,3.5,6996,7
0,1571,1917,4,1,10,5,17.5,7668,17.5
0,1571,2084,4,2,10,5,17.5,8336,35
0,1572,82,6,1,9,4,14,492,14
0,1572,151,6,6,9,4,14,906,84
0,1572,228,6,1,9,3,10.5,1368,10.5
0,1572,298,6,1,9,4,14,1788,14
0,1572,305,6,6,9,5,17.5,1830,105
0,1572,358,6,5,9,4,14,2148,70
0,1572,420,6,6,9,5,17.5,2520,105
0,1572,502,6,1,9,2,7,3012,7
0,1572,505,6,2,9,2,7,3030,14
0,1572,587,6,6,9,5,17.5,3522,105
0,1572,624,6,1,9,4,14,3744,14
0,1572,802,6,6,9,5,17.5,4812,105
0,1572,805,6,6,9,3,10.5,4830,63
0,1572,881,6,5,9,1,3.5,5286,17.5
0,1572,1207,6,6,9,5,17.5,7242,105
0,1572,1354,6,1,9,5,17.5,8124,17.5
0,1572,1626,6,1,9,5,17.5,9756,17.5
0,1572,1763,6,1,9,4,14,10578,14
0,1572,1867,6,1,9,4,14,11202,14
0,1572,1893,6,5,9,2,7,11358,35
0,1572,2100,6,6,9,4,14,12600,84
0,1572,2116,6,1,9,5,17.5,12696,17.5
0,1573,281,6,5,6,4,14,1686,70
0,1573,367,6,6,6,4,14,2202,84
0,1573,369,6,5,6,3,10.5,2214,52.5
0,1573,551,6,6,6,4,14,3306,84
0,1573,702,6,3,6,3,10.5,4212,31.5
0,1573,782,6,6,6,1,3.5,4692,21
0,1573,936,6,3,6,3,10.5,5616,31.5
0,1573,1006,6,3,6,5,17.5,6036,52.5
0,1573,1059,6,6,6,4,14,6354,84
0,1573,1097,6,3,6,1,3.5,6582,10.5
0,1573,1173,6,3,6,1,3.5,7038,10.5
0,1573,1179,6,1,6,4,14,7074,14
0,1573,1217,6,1,6,4,14,7302,14
0,1573,1219,6,6,6,3,10.5,7314,63
0,1573,1265,6,6,6,4,14,7590,84
0,1573,1369,6,6,6,4,14,8214,84
0,1573,1528,6,1,6,1,3.5,9168,3.5
0,1573,1629,6,3,6,4,14,9774,42
0,1573,1674,6,1,6,5,17.5,10044,17.5
0,1573,1687,6,3,6,3,10.5,10122,31.5
0,1573,1734,6,1,6,2,7,10404,7
0,1573,1771,6,6,6,4,14,10626,84
0,1573,1827,6,3,6,4,14,10962,42
0,1573,1879,6,3,6,4,14,11274,42
0,1573,1925,6,1,6,5,17.5,11550,17.5
0,1573,1963,6,3,6,2,7,11778,21
0,1573,2053,6,3,6,5,17.5,12318,52.5
0,1573,2083,6,6,6,3,10.5,12498,63
0,1574,119,6,1,3,2,7,714,7
0,1574,240,6,4,3,5,17.5,1440,70
0,1574,275,6,1,3,4,14,1650,14
0,1574,443,6,1,3,5,17.5,2658,17.5
0,1574,575,6,1,3,4,14,3450,14
0,1574,638,6,1,3,2,7,3828,7
0,1574,722,6,1,3,3,10.5,4332,10.5
0,1574,728,6,3,3,2,7,4368,21
0,1574,959,6,1,3,4,14,5754,14
0,1574,1176,6,2,3,5,17.5,7056,35
0,1574,1203,6,1,3,2,7,7218,7
0,1574,1244,6,1,3,3,10.5,7464,10.5
0,1574,1565,6,2,3,3,10.5,9390,21
0,1574,1711,6,1,3,4,14,10266,14
0,1574,1842,6,6,3,4,14,11052,84
0,1574,1881,6,1,3,2,7,11286,7
0,1574,1919,6,1,3,4,14,11514,14
0,1574,2085,6,1,3,4,14,12510,14
0,1575,240,2,4,3,5,17.5,480,70
0,1575,275,2,1,3,3,10.5,550,10.5
0,1575,432,2,2,3,1,3.5,864,7
0,1575,918,2,1,3,1,3.5,1836,3.5
0,1575,1018,2,2,3,5,17.5,2036,35
0,1575,1244,2,3,3,1,3.5,2488,10.5
0,1575,1557,2,1,3,1,3.5,3114,3.5
0,1575,1842,2,2,3,4,14,3684,28
0,1575,1919,2,1,3,5,17.5,3838,17.5
0,1576,214,2,2,4,3,10.5,428,21
0,1576,540,2,2,4,3,10.5,1080,21
0,1576,699,2,1,4,1,3.5,1398,3.5
0,1576,893,2,2,4,4,14,1786,28
0,1576,973,2,2,4,2,7,1946,14
0,1576,1028,2,2,4,4,14,2056,28
0,1576,1233,2,1,4,5,17.5,2466,17.5
0,1576,1284,2,2,4,2,7,2568,14
0,1576,1594,2,1,4,3,10.5,3188,10.5
0,1577,63,2,2,10,5,17.5,126,35
0,1577,273,2,1,10,3,10.5,546,10.5
0,1577,377,2,2,10,5,17.5,754,35
0,1577,862,2,2,10,2,7,1724,14
0,1577,1172,2,1,10,1,3.5,2344,3.5
0,1578,48,6,2,3,3,10.5,288,21
0,1578,119,6,1,3,4,14,714,14
0,1578,275,6,1,3,4,14,1650,14
0,1578,443,6,1,3,5,17.5,2658,17.5
0,1578,575,6,1,3,5,17.5,3450,17.5
0,1578,1176,6,2,3,5,17.5,7056,35
0,1578,1244,6,1,3,4,14,7464,14
0,1578,1353,6,2,3,4,14,8118,28
0,1578,1711,6,1,3,5,17.5,10266,17.5
0,1578,1881,6,1,3,2,7,11286,7
0,1578,1919,6,1,3,5,17.5,11514,17.5
0,1578,1939,6,1,3,5,17.5,11634,17.5
0,1579,25,8,6,5,4,14,200,84
0,1579,100,8,4,5,5,17.5,800,70
0,1579,115,8,3,5,3,10.5,920,31.5
0,1579,117,8,4,5,4,14,936,56
0,1579,125,8,1,5,5,17.5,1000,17.5
0,1579,316,8,4,5,3,10.5,2528,42
0,1579,353,8,1,5,3,10.5,2824,10.5
0,1579,378,8,3,5,4,14,3024,42
0,1579,453,8,1,5,4,14,3624,14
0,1579,536,8,1,5,5,17.5,4288,17.5
0,1579,670,8,4,5,3,10.5,5360,42
0,1579,756,8,6,5,4,14,6048,84
0,1579,763,8,3,5,4,14,6104,42
0,1579,801,8,3,5,3,10.5,6408,31.5
0,1579,842,8,6,5,5,17.5,6736,105
0,1579,899,8,6,5,2,7,7192,42
0,1579,901,8,3,5,4,14,7208,42
0,1579,988,8,6,5,4,14,7904,84
0,1579,1023,8,3,5,3,10.5,8184,31.5
0,1579,1090,8,4,5,2,7,8720,28
0,1579,1157,8,3,5,1,3.5,9256,10.5
0,1579,1300,8,1,5,3,10.5,10400,10.5
0,1579,1317,8,6,5,1,3.5,10536,21
0,1579,1397,8,6,5,4,14,11176,84
0,1579,1480,8,3,5,3,10.5,11840,31.5
0,1579,1834,8,4,5,3,10.5,14672,42
0,1579,2108,8,3,5,1,3.5,16864,10.5
0,1580,25,2,1,5,5,17.5,50,17.5
0,1580,45,2,1,5,4,14,90,14
0,1580,236,2,1,5,3,10.5,472,10.5
0,1580,599,2,1,5,3,10.5,1198,10.5
0,1580,842,2,1,5,3,10.5,1684,10.5
0,1580,899,2,1,5,2,7,1798,7
0,1580,1041,2,1,5,4,14,2082,14
0,1580,1321,2,2,5,3,10.5,2642,21
0,1580,1461,2,1,5,4,14,2922,14
0,1580,2057,2,2,5,3,10.5,4114,21
0,1580,2113,2,1,5,1,3.5,4226,3.5
0,1581,139,4,2,12,3,10.5,556,21
0,1581,143,4,2,12,5,17.5,572,35
0,1581,179,4,3,12,4,14,716,42
0,1581,202,4,1,12,1,3.5,808,3.5
0,1581,204,4,1,12,4,14,816,14
0,1581,216,4,2,12,5,17.5,864,35
0,1581,220,4,3,12,3,10.5,880,31.5
0,1581,260,4,1,12,3,10.5,1040,10.5
0,1581,295,4,1,12,2,7,1180,7
0,1581,417,4,4,12,3,10.5,1668,42
0,1581,436,4,3,12,5,17.5,1744,52.5
0,1581,593,4,1,12,4,14,2372,14
0,1581,602,4,3,12,3,10.5,2408,31.5
0,1581,659,4,4,12,4,14,2636,56
0,1581,675,4,3,12,2,7,2700,21
0,1581,687,4,2,12,2,7,2748,14
0,1581,692,4,1,12,3,10.5,2768,10.5
0,1581,780,4,1,12,2,7,3120,7
0,1581,827,4,1,12,4,14,3308,14
0,1581,864,4,3,12,2,7,3456,21
0,1581,932,4,3,12,3,10.5,3728,31.5
0,1581,1048,4,1,12,3,10.5,4192,10.5
0,1581,1074,4,2,12,5,17.5,4296,35
0,1581,1140,4,4,12,3,10.5,4560,42
0,1581,1166,4,2,12,3,10.5,4664,21
0,1581,1182,4,1,12,5,17.5,4728,17.5
0,1581,1191,4,1,12,1,3.5,4764,3.5
0,1581,1258,4,1,12,5,17.5,5032,17.5
0,1581,1301,4,4,12,5,17.5,5204,70
0,1581,1314,4,1,12,4,14,5256,14
0,1581,1332,4,2,12,4,14,5328,28
0,1581,1521,4,1,12,1,3.5,6084,3.5
0,1581,1537,4,3,12,1,3.5,6148,10.5
0,1581,1575,4,1,12,4,14,6300,14
0,1581,1578,4,4,12,3,10.5,6312,42
0,1581,1729,4,3,12,1,3.5,6916,10.5
0,1581,1776,4,1,12,4,14,7104,14
0,1581,1816,4,1,12,1,3.5,7264,3.5
0,1581,1841,4,2,12,1,3.5,7364,7
0,1581,1889,4,1,12,3,10.5,7556,10.5
0,1581,1964,4,2,12,1,3.5,7856,7
0,1582,65,2,1,2,2,7,130,7
0,1583,61,4,2,14,4,14,244,28
0,1583,135,4,5,14,2,7,540,35
0,1583,989,4,2,14,1,3.5,3956,7
0,1583,1127,4,1,14,2,7,4508,7
0,1583,1356,4,1,14,2,7,5424,7
0,1583,1666,4,6,14,4,14,6664,84
0,1583,1672,4,1,14,1,3.5,6688,3.5
0,1583,1797,4,6,14,2,7,7188,42
0,1583,2052,4,1,14,1,3.5,8208,3.5
0,1584,61,4,2,14,5,17.5,244,35
0,1584,135,4,3,14,2,7,540,21
0,1584,989,4,2,14,4,14,3956,28
0,1584,1127,4,1,14,1,3.5,4508,3.5
0,1584,1356,4,1,14,5,17.5,5424,17.5
0,1584,1666,4,4,14,5,17.5,6664,70
0,1584,1672,4,1,14,4,14,6688,14
0,1584,1797,4,4,14,1,3.5,7188,14
0,1584,2052,4,1,14,1,3.5,8208,3.5
0,1585,25,2,1,5,5,17.5,50,17.5
0,1585,45,2,1,5,3,10.5,90,10.5
0,1585,236,2,1,5,5,17.5,472,17.5
0,1585,599,2,1,5,4,14,1198,14
0,1585,842,2,1,5,1,3.5,1684,3.5
0,1585,899,2,1,5,5,17.5,1798,17.5
0,1585,1041,2,1,5,5,17.5,2082,17.5
0,1585,1321,2,2,5,5,17.5,2642,35
0,1585,1461,2,1,5,5,17.5,2922,17.5
0,1585,2057,2,2,5,4,14,4114,28
0,1585,2113,2,1,5,2,7,4226,7
0,1586,13,4,1,10,4,14,52,14
0,1586,63,4,6,10,3,10.5,252,63
0,1586,140,4,1,10,5,17.5,560,17.5
0,1586,245,4,1,10,1,3.5,980,3.5
0,1586,273,4,5,10,1,3.5,1092,17.5
0,1586,293,4,1,10,1,3.5,1172,3.5
0,1586,377,4,6,10,2,7,1508,42
0,1586,597,4,2,10,2,7,2388,14
0,1586,862,4,6,10,2,7,3448,42
0,1586,1172,4,5,10,5,17.5,4688,87.5
0,1586,1208,4,2,10,3,10.5,4832,21
0,1586,1749,4,2,10,3,10.5,6996,21
0,1586,1917,4,1,10,5,17.5,7668,17.5
0,1586,2084,4,2,10,5,17.5,8336,35
0,1587,65,2,1,2,2,7,130,7
0,1588,135,2,1,14,1,3.5,270,3.5
0,1588,1666,2,2,14,5,17.5,3332,35
0,1588,1797,2,2,14,2,7,3594,14
0,1589,624,2,1,9,5,17.5,1248,17.5
0,1589,1119,2,2,9,3,10.5,2238,21
0,1589,1207,2,1,9,5,17.5,2414,17.5
0,1589,1312,2,1,9,2,7,2624,7
0,1589,1354,2,2,9,5,17.5,2708,35
0,1589,1893,2,2,9,4,14,3786,28
0,1590,442,2,2,1,3,10.5,884,21
0,1590,868,2,1,1,4,14,1736,14
0,1590,1088,2,2,1,5,17.5,2176,35
0,1590,1548,2,2,1,4,14,3096,28
0,1590,1819,2,2,1,4,14,3638,28
0,1591,17,4,3,2,5,17.5,68,52.5
0,1591,65,4,5,2,2,7,260,35
0,1591,327,4,6,2,2,7,1308,42
0,1591,1067,4,1,2,4,14,4268,14
0,1591,1267,4,6,2,3,10.5,5068,63
0,1591,1361,4,2,2,5,17.5,5444,35
0,1591,1694,4,1,2,4,14,6776,14
0,1592,82,4,2,9,3,10.5,328,21
0,1592,305,4,1,9,2,7,1220,7
0,1592,420,4,2,9,4,14,1680,28
0,1592,587,4,1,9,3,10.5,2348,10.5
0,1592,624,4,3,9,4,14,2496,42
0,1592,802,4,4,9,4,14,3208,56
0,1592,805,4,1,9,2,7,3220,7
0,1592,873,4,1,9,4,14,3492,14
0,1592,1207,4,3,9,3,10.5,4828,31.5
0,1592,1302,4,2,9,5,17.5,5208,35
0,1592,1306,4,1,9,5,17.5,5224,17.5
0,1592,1312,4,3,9,2,7,5248,21
0,1592,1354,4,1,9,3,10.5,5416,10.5
0,1592,1530,4,2,9,4,14,6120,28
0,1592,1893,4,4,9,3,10.5,7572,42
0,1592,2100,4,2,9,5,17.5,8400,35
0,1592,2116,4,1,9,5,17.5,8464,17.5
0,1593,34,6,2,14,5,17.5,204,35
0,1593,61,6,4,14,4,14,366,56
0,1593,727,6,2,14,5,17.5,4362,35
0,1593,989,6,1,14,4,14,5934,14
0,1593,1120,6,1,14,2,7,6720,7
0,1593,1127,6,3,14,3,10.5,6762,31.5
0,1593,1221,6,1,14,4,14,7326,14
0,1593,1356,6,3,14,2,7,8136,21
0,1593,1383,6,1,14,5,17.5,8298,17.5
0,1593,1584,6,1,14,4,14,9504,14
0,1593,1645,6,2,14,4,14,9870,28
0,1593,1797,6,2,14,5,17.5,10782,35
0,1593,2052,6,3,14,4,14,12312,42
0,1594,112,8,3,15,5,17.5,896,52.5
0,1594,155,8,3,15,1,3.5,1240,10.5
0,1594,563,8,6,15,2,7,4504,42
0,1594,717,8,3,15,2,7,5736,21
0,1594,760,8,6,15,1,3.5,6080,21
0,1594,903,8,4,15,2,7,7224,28
0,1594,925,8,3,15,5,17.5,7400,52.5
0,1594,971,8,1,15,1,3.5,7768,3.5
0,1594,1017,8,6,15,1,3.5,8136,21
0,1594,1110,8,4,15,2,7,8880,28
0,1594,1180,8,1,15,3,10.5,9440,10.5
0,1594,1283,8,4,15,1,3.5,10264,14
0,1594,1315,8,4,15,4,14,10520,56
0,1594,1338,8,1,15,4,14,10704,14
0,1594,1373,8,1,15,2,7,10984,7
0,1594,1717,8,4,15,5,17.5,13736,70
0,1594,1775,8,6,15,4,14,14200,84
0,1594,1851,8,6,15,1,3.5,14808,21
0,1594,1895,8,1,15,5,17.5,15160,17.5
0,1594,1940,8,6,15,1,3.5,15520,21
0,1594,2068,8,3,15,3,10.5,16544,31.5
0,1595,273,2,1,10,1,3.5,546,3.5
0,1595,377,2,2,10,2,7,754,14
0,1595,862,2,2,10,1,3.5,1724,7
0,1595,1172,2,1,10,3,10.5,2344,10.5
0,1596,63,4,4,10,2,7,252,28
0,1596,140,4,2,10,4,14,560,28
0,1596,273,4,3,10,1,3.5,1092,10.5
0,1596,309,4,3,10,3,10.5,1236,31.5
0,1596,329,4,3,10,1,3.5,1316,10.5
0,1596,377,4,4,10,3,10.5,1508,42
0,1596,429,4,1,10,4,14,1716,14
0,1596,466,4,3,10,3,10.5,1864,31.5
0,1596,862,4,4,10,1,3.5,3448,14
0,1596,1749,4,1,10,2,7,6996,7
0,1596,2084,4,1,10,4,14,8336,14
0,1597,53,8,6,9,2,7,424,42
0,1597,73,8,3,9,3,10.5,584,31.5
0,1597,305,8,3,9,1,3.5,2440,10.5
0,1597,358,8,6,9,2,7,2864,42
0,1597,420,8,2,9,5,17.5,3360,35
0,1597,505,8,3,9,3,10.5,4040,31.5
0,1597,624,8,6,9,5,17.5,4992,105
0,1597,802,8,6,9,5,17.5,6416,105
0,1597,805,8,6,9,4,14,6440,84
0,1597,870,8,6,9,5,17.5,6960,105
0,1597,881,8,6,9,5,17.5,7048,105
0,1597,1207,8,6,9,4,14,9656,84
0,1597,1312,8,1,9,1,3.5,10496,3.5
0,1597,1354,8,1,9,3,10.5,10832,10.5
0,1597,1458,8,6,9,1,3.5,11664,21
0,1597,1763,8,6,9,2,7,14104,42
0,1597,1784,8,3,9,5,17.5,14272,52.5
0,1597,1893,8,6,9,4,14,15144,84
0,1597,2100,8,6,9,1,3.5,16800,21
0,1598,17,8,6,2,3,10.5,136,63
0,1598,47,8,2,2,3,10.5,376,21
0,1598,69,8,5,2,3,10.5,552,52.5
0,1598,269,8,2,2,3,10.5,2152,21
0,1598,327,8,6,2,2,7,2616,42
0,1598,481,8,4,2,4,14,3848,56
0,1598,866,8,3,2,3,10.5,6928,31.5
0,1598,1049,8,4,2,5,17.5,8392,70
0,1598,1067,8,6,2,2,7,8536,42
0,1598,1189,8,2,2,3,10.5,9512,21
0,1598,1267,8,6,2,4,14,10136,84
0,1598,1349,8,2,2,3,10.5,10792,21
0,1598,1361,8,2,2,4,14,10888,28
0,1598,1564,8,3,2,5,17.5,12512,52.5
0,1598,1589,8,2,2,5,17.5,12712,35
0,1598,2070,8,1,2,5,17.5,16560,17.5
0,1598,2097,8,1,2,5,17.5,16776,17.5
0,1599,119,2,3,3,5,17.5,238,52.5
0,1599,240,2,6,3,5,17.5,480,105
0,1599,460,2,1,3,2,7,920,7
0,1599,542,2,2,3,3,10.5,1084,21
0,1599,575,2,4,3,1,3.5,1150,14
0,1599,718,2,5,3,2,7,1436,35
0,1599,722,2,1,3,4,14,1444,14
0,1599,959,2,3,3,4,14,1918,42
0,1599,1355,2,2,3,5,17.5,2710,35
0,1599,1367,2,1,3,2,7,2734,7
0,1599,1711,2,6,3,5,17.5,3422,105
0,1599,1781,2,5,3,1,3.5,3562,17.5
0,1599,1806,2,1,3,5,17.5,3612,17.5
0,1599,1807,2,4,3,2,7,3614,28
0,1599,1939,2,1,3,2,7,3878,7
0,1599,2085,2,2,3,5,17.5,4170,35
0,1599,2139,2,1,3,5,17.5,4278,17.5
0,1599,2152,2,1,3,4,14,4304,14
0,1600,260,2,2,12,4,14,520,28
0,1600,436,2,1,12,3,10.5,872,10.5
0,1600,602,2,1,12,1,3.5,1204,3.5
0,1600,675,2,1,12,1,3.5,1350,3.5
0,1600,827,2,2,12,1,3.5,1654,7
0,1600,1314,2,1,12,4,14,2628,14
0,1600,1578,2,2,12,3,10.5,3156,21
0,1600,1816,2,2,12,1,3.5,3632,7
0,1601,15,2,1,7,5,17.5,30,17.5
0,1601,126,2,1,7,3,10.5,252,10.5
0,1601,548,2,1,7,5,17.5,1096,17.5
0,1601,911,2,2,7,5,17.5,1822,35
0,1601,1649,2,2,7,2,7,3298,14
0,1601,1850,2,2,7,5,17.5,3700,35
0,1602,8,8,6,12,2,7,64,42
0,1602,56,8,3,12,5,17.5,448,52.5
0,1602,143,8,6,12,4,14,1144,84
0,1602,188,8,6,12,4,14,1504,84
0,1602,216,8,6,12,4,14,1728,84
0,1602,417,8,6,12,5,17.5,3336,105
0,1602,468,8,6,12,4,14,3744,84
0,1602,623,8,6,12,4,14,4984,84
0,1602,660,8,6,12,4,14,5280,84
0,1602,932,8,6,12,4,14,7456,84
0,1602,1140,8,3,12,5,17.5,9120,52.5
0,1602,1191,8,6,12,2,7,9528,42
0,1602,1255,8,3,12,5,17.5,10040,52.5
0,1602,1301,8,6,12,5,17.5,10408,105
0,1602,1483,8,6,12,3,10.5,11864,63
0,1602,1534,8,5,12,1,3.5,12272,17.5
0,1602,1923,8,3,12,3,10.5,15384,31.5
0,1602,1964,8,6,12,4,14,15712,84
0,1602,1968,8,6,12,1,3.5,15744,21
0,1603,66,2,1,11,5,17.5,132,17.5
0,1603,96,2,1,11,2,7,192,7
0,1603,1155,2,1,11,2,7,2310,7
0,1603,2013,2,2,11,1,3.5,4026,7
0,1604,624,2,1,9,4,14,1248,14
0,1604,1119,2,2,9,3,10.5,2238,21
0,1604,1207,2,1,9,2,7,2414,7
0,1604,1312,2,1,9,3,10.5,2624,10.5
0,1604,1354,2,2,9,3,10.5,2708,21
0,1604,1893,2,2,9,2,7,3786,14
0,1605,52,8,3,4,2,7,416,21
0,1605,67,8,5,4,5,17.5,536,87.5
0,1605,591,8,3,4,2,7,4728,21
0,1605,682,8,3,4,2,7,5456,21
0,1605,778,8,3,4,3,10.5,6224,31.5
0,1605,828,8,4,4,5,17.5,6624,70
0,1605,879,8,1,4,5,17.5,7032,17.5
